CHROM_POS	1048_F.freq	1048_G.freq	1048_H.freq	1048_I.freq	1048_J.freq	1115_A_fixed.freq	1115_B_fixed.freq	1115_C.freq	1586_B.freq	1586_C.freq	1586_D.freq	1586_E.freq	1586_F.freq	1586_G.freq	1586_I.freq	1586_J.freq	1586_K.freq	1586_N.freq	1586_O.freq	1586_P.freq	1586_Q.freq	1586_R.freq	1586_S.freq	1600_F.freq	1600_G.freq	1600_H.freq	1600_I.freq	1600_J.freq	2065_A.freq	2065_B.freq	2065_C.freq	2424_E.freq	2424_N.freq	2487_A.freq	2487_B.freq	2487_C.freq	2487_D.freq	2487_E.freq	2487_F.freq	3386_A.freq	3386_AB.freq	3386_AD.freq	3386_AE.freq	3386_AG.freq	3386_AH.freq	3386_AI.freq	3386_AJ.freq	3386_AK.freq	3386_AL.freq	3386_C.freq	3386_D.freq	3386_E.freq	3386_F.freq	3386_G.freq	3386_H.freq	3386_I.freq	3386_J.freq	3386_M.freq	3386_N.freq	3386_O.freq	3386_S.freq	3386_T.freq	3386_U.freq	3386_W.freq	3386_X.freq	3386_Y.freq	3386_Z.freq	3722_CJ.freq	3722_CL.freq	3722_CM.freq	3722_CN.freq	3722_CO.freq	3722_CP.freq
banIM31_120	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.717143	-	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.723077
banIM31_123	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.768571	-	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.723077
banIM31_1233	-	0.1	-	-	-	-	-	-	0.01	0.1	0.1	0.1	0.01	0.1	0.1	0.01	0.1	0.1	0.01	0.1	0.1	-	0.1	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-
banIM31_1260	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_132	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.761765	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.836364
banIM31_1390	-	-	-	-	-	-	-	-	0.01	-	0.1	-	0.01	-	0.1	0.1	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_1399	-	-	-	-	-	-	-	-	0.01	-	0.1	-	0.01	-	0.1	0.1	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_1401	-	-	-	-	-	-	-	-	0.01	-	0.1	-	0.01	-	-	0.1	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_147	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.788235	-	0.742857	-	-	-	-	-	-	0.415	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_150	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.83125	-	0.775	-	-	-	-	-	-	0.415	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_162	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.912903	-	0.754545	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_223	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1
banIM31_231	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1
banIM31_249	-	-	-	-	-	0.792308	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-
banIM31_253	-	-	-	-	-	0.792308	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_282	-	-	-	-	-	0.723077	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.590909	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_288	-	-	-	-	-	0.723077	-	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.841176	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_312	-	-	-	-	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.857895	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_315	-	-	-	-	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.857895	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_52	-	0.1	0.1	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_759	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	0.1	-	-	0.1	-	-	-	-	0.1	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_762	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	0.1	-	-	0.1	-	-	-	-	0.1	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_827	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_849	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_870	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
banIM31_966	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coaD2_117	-	-	-	-	-	0.01	0.01	0.074918	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0262295	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.109	0.01	0.0360526	0.01	0.01	0.01	0.01	0.0571429	0.01	-	0.1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0873437	0.01	0.01	0.1	0.01	0.01	0.065	0.01	0.01	0.0254687	0.01	0.01	0.01	0.0259677	0.01
coaD2_145	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.90597	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coaD2_162	-	-	-	-	0.8875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coaD2_234	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.647826	-	0.570377	0.72775	0.49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.731286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coaD2_373	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.123143	0.4775	0.212041	0.604	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
coaD2_394	-	0.754545	0.810526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	-	-	0.83125	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
def5_174	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6425	-	0.566875	0.666163	0.545135	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.704286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
def5_213	-	-	-	-	-	0.01	0.0257143	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0265	0.0286792	0.320299	0.0612069	0.01	0.0315217	0.01	0.01	0.01	0.03475	0.01	0.01	0.01	0.01	0.0241429	0.109	0.01	0.01	0.0876471	0.01	0.0496	0.0496	0.01	-	-	-	-	-	0.01	0.01
def5_228	-	-	-	-	-	0.28809	0.457534	0.274653	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.117027	0.0728571	0.1	-	0.334	0.3664	0.01	0.01	0.01	0.01	-	0.0290385	0.37	0.074918	0.01	0.0341463	0.01	0.01	0.01	0.0330233	0.01	0.01	0.01	-	-	0.113605	0.01	0.01	0.0908163	0.01	0.0298	0.0908163	0.01	-	-	-	-	-	0.076	-
def5_257	-	-	-	-	-	0.0322472	0.025	0.0302041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.01	0.01	0.0473585	0.01	0.01	0.01	0.01	0.01	-	0.027069	0.403288	0.0948571	0.01	-	0.01	0.01	0.01	0.0283333	0.01	0.01	0.01	-	-	-	0.01	0.01	0.076	0.01	0.0335714	0.12	0.01	-	-	-	-	-	0.01	-
def5_319	-	-	-	-	-	0.0211236	0.01	0.0304124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.0496	0.01	0.01	0.01	0.01	0.01	0.0247761	0.01	0.01	0.01	0.01	0.01	0.0404615	0.0276786	0.348684	0.1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0225316	0.111776	0.01	0.01	0.106585	0.01	0.0496	0.208	0.01	0.0247761	0.01	0.02125	0.01	0.01	0.01	0.01
def5_448	-	-	-	-	0.826923	-	-	-	-	0.8	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
def5_45	-	0.742857	0.76	0.828571	-	-	-	-	-	-	-	-	-	-	0.861538	-	-	-	-	-	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
def5_99	-	-	-	-	-	0.2278	0.438108	0.379153	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.345593	-	0.322632	0.01	0.01	0.175	0.1915	0.116071	0.319375	0.238462	0.329355	0.01	0.01	0.01	0.01	0.114211	0.032	0.278714	0.0294118	0.01	0.01	0.01	0.01	0.01	0.0367568	0.01	0.01	0.01	0.01	0.01	0.112062	0.01	0.01	0.117027	0.01	0.0375	0.082439	0.01	0.0276786	0.0283333	0.0775	0.0782759	0.0357143	0.0682353	0.3466
feoB44_1053	0.01	0.01	0.01	0.01	0.01	-	0.248333	0.301923	0.01	0.01	0.0233784	0.01	0.01	0.01	0.01	0.01	0.0252308	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0286792	0.01	0.01	0.01	0.0771186	0.0488235	0.0259677	-	-	0.0245588	0.0441379	0.0252308	0.249516	0.363571	0.274767	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.0827941	0.01	0.0462195	0.0312903	0.01
feoB44_1104	-	-	-	-	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1119	-	-	-	-	-	-	-	-	-	0.884149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1125	-	-	-	-	-	-	0.89898	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.885714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1222	0.01	0.01	0.01	0.01	0.01	-	0.235978	0.265484	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0671154	0.0694	0.0488235	-	-	0.01	0.01	0.0273684	0.196792	0.192769	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.08425	0.0222222	0.01	0.0200286	0.0682353
feoB44_1239	-	-	-	0.857895	-	-	-	-	-	0.810735	0.842174	0.885915	-	0.496	-	0.738491	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1249	-	-	-	-	-	-	-	-	-	0.696613	-	0.880882	0.786842	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1320	-	-	-	-	-	0.157162	0.327547	0.330294	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.13375	0.0560465	0.01	-	-	0.0315217	0.01	0.01	0.18069	0.240233	0.245714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.0612069	0.01	0.01	0.0353846	0.01
feoB44_1371	-	-	-	-	0.742857	-	-	-	-	0.7	-	-	-	0.746875	-	-	-	-	-	-	-	-	0.896154	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1380	-	-	-	-	-	-	-	-	-	-	0.838462	-	-	0.863636	-	-	-	-	0.865957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1389	-	-	-	-	-	0.109	0.197297	0.200385	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.104286	0.01	0.0480769	-	-	0.01	0.01	0.01	0.1	0.474062	0.233548	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.01	0.01	0.01
feoB44_1419	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1450	-	-	0.85	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	0.715789	-	-	-	-	0.8875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1495	-	-	-	-	-	0.096087	0.395	0.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.0621053	-	-	0.01	0.01	0.01	0.311304	0.4	0.376923	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.01	0.01	0.01	0.01	0.01
feoB44_1505	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1506	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7	-	0.85	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1542	-	0.1	0.1	0.1	0.1	0.195625	0.46	-	0.1	0.1	0.1	0.1	0.1	0.1	-	0.01	0.1	0.1	0.01	0.01	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.01	0.01	0.01	0.01	-	-	0.01	0.01	0.1	0.166316	0.38125	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.892	-	-	-	-	-	-	-	-	0.1	0.01	0.01	0.01	0.1	0.01
feoB44_1657	-	-	-	-	-	0.446154	0.55	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-
feoB44_1658	-	-	-	-	-	0.446154	0.55	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.01	0.1	-	-	0.1	0.1	-	-	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-
feoB44_1676	-	-	-	-	-	0.475	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.1	0.1	-	-	0.1	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_1782	-	-	-	-	-	0.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_204	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.854839	-	-	0.619231	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.754545	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_276	0.01	0.1	0.1	0.01	0.1	0.107059	0.12	0.16	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-	-	0.01	0.01	0.01	0.112414	0.0276786	0.114211	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	0.01	0.01	0.01	0.01	0.0302041	0.01
feoB44_284	-	-	-	-	-	0.5842	0.4258	0.604	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.261429	0.292857	0.67	-	-	0.682453	0.601045	0.5875	0.34	0.448197	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.796575	0.736	0.67	-	-
feoB44_474	-	-	-	-	-	-	-	-	-	-	0.784783	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_478	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.786842	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_517	-	0.1	0.1	0.1	0.1	-	-	-	0.01	0.01	0.0315217	0.0315217	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_565	-	0.01	0.1	0.01	-	0.301923	0.225217	0.34	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.01	0.612609	0.784	0.28	-	-	0.303333	0.179714	0.38125	0.149219	0.327547	0.43075	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0530435	0.188916	0.113433	0.117609	0.082	0.332826
feoB44_566	-	0.55	-	-	-	-	-	-	0.296579	-	0.493488	0.45	0.3466	0.82766	-	0.593393	0.568462	0.717143	0.14814	-	0.63413	0.620851	0.5875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
feoB44_622	-	-	-	-	-	0.809615	0.82766	0.694444	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.362	0.222143	0.664107	-	-	-	0.823699	0.619231	-	-	0.67541	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.838587	0.919403	0.896721	-	0.739474
feoB44_643	-	-	-	-	-	0.826081	0.815385	0.65625	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.318	0.193333	0.6865	-	-	0.775	0.76	0.5644	-	0.62875	0.685714	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.860109	-	0.895	-	0.773125
feoB44_681	-	-	-	-	-	0.830658	0.85	0.73875	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.312034	0.200385	0.611071	-	-	0.737031	0.73875	0.635263	0.928	0.641915	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.852069	0.892537	0.908475	-	0.82766
feoB44_696	0.01	-	0.505	0.071875	0.076	-	-	-	0.114211	0.114211	0.0881579	0.0367568	0.01	0.071875	0.01	0.0938983	0.270526	0.428	0.12	0.314615	0.333265	0.154375	0.198571	0.01	0.01	0.01	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
